Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Kuwait,KWT,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3942.298828,..,..,..,..,..,..,..,..,..,3942.298828,..,..,..,..,..,..,..,..,..,3942.298828,..,..,..,..,..,..
Kuwait,KWT,Urban population (% of total),SP.URB.TOTL.IN.ZS,74.893,75.787,76.66,77.511,78.341,79.273,80.716,82.081,83.371,84.582,85.661,86.444,87.192,87.902,88.579,89.384,90.745,91.944,93,93.928,94.781,95.67,96.414,97.034,97.551,97.903,97.917,97.932,97.946,97.96,97.974,97.988,98.002,98.016,98.029,98.043,98.057,98.071,98.085,98.099,98.113,98.128,98.142,98.157,98.172,98.187,98.202,98.217,98.232,98.248,98.263,98.279,98.294,98.31,98.326,98.342,98.358
Kuwait,KWT,Urban population growth (annual %),SP.URB.GROW,11.5311782,12.30882946,12.71475943,12.7000752,12.34088274,11.94503145,12.08989953,11.49603827,10.77416618,9.928508097,9.010231261,7.938399668,7.321561817,6.92887876,6.781136771,6.948013146,7.593005022,7.353285336,7.062314315,6.698730373,6.342174406,5.955199711,5.400824052,5.125911675,5.178992542,5.260406351,5.448289456,5.664220382,4.841034261,2.821551224,0.142147195,-3.079037472,..,..,..,..,1.315080827,5.009241237,6.832797563,6.380741645,4.689781233,2.833371634,1.635593303,1.187784183,1.789180319,3.078650546,4.340724012,5.185869096,5.794140184,6.108095962,6.17651415,6.25401576,6.226986275,5.818024107,5.004969161,3.99034661,2.940473391
Kuwait,KWT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43844942777,58748043615,63704125960,66799057920,67203277041,68865432659,71387322749,70110196790,73401577460,73936694348,76154795185,89344806001,98960267620,1.08931E+11,1.17123E+11,1.24141E+11,1.2722E+11,1.18217E+11,1.15419E+11,1.26532E+11,1.34917E+11,1.36467E+11,1.37149E+11,1.39682E+11,..
Kuwait,KWT,GDP (constant LCU),NY.GDP.MKTP.KN,..,..,..,..,..,12388358800,13914054700,14245284500,15577995800,16004119200,16513330200,17780134800,18562661500,17669658100,15981724800,14703172700,16040878600,16024297100,17203578900,19597306200,15557218600,12596726100,11045459800,12195754800,12834800200,12288330500,13340854700,14427141300,12977261700,16337746600,..,..,12565960600,16837189300,18257602500,19144610000,19260459200,19736833000,20459606700,20093582400,21036892100,21190256600,21825964300,25606221400,28362012700,31219755200,33567558600,35578813000,36461112000,33881086300,33079100000,36264100000,38667100000,39111400000,39307000000,40033000000,..
Kuwait,KWT,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,749000000,854000000,872000000,951000000,989000000,1026300000,1381799900,1464000000,1604100000,3812999900,3487000100,3839700000,4051300100,4264300000,6839799800,7741000200,6985800200,6212299800,6083440100,6424569900,6449940000,5202809900,6233330200,5773199900,7142900200,5307200000,3129799900,5826500100,7230300200,7379999700,8114000000,9429299900,9206500000,7907100100,9169100100,11570000000,10701000000,11590000000,14267000000,17517000000,23593000000,29470000000,32581000000,39620000000,30478000000,33079100000,42511600000,48722200000,49392200000,46285000000,34315000000,..
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,2097451694,2391486978,2441893027,2663119574,2769532344,2873984878,3880370402,4451200973,5408293999,13004774557,12024138276,13131668947,14135729588,15500908760,24746019537,28638550499,25056672166,21577977770,20869434305,21697297872,21442619681,17903681693,22365734482,20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191689008,31493987642,30354434553,25941929462,30121879435,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,1.01551E+11,1.14641E+11,1.47396E+11,1.059E+11,1.15419E+11,1.54028E+11,1.7407E+11,1.74161E+11,1.62632E+11,1.14041E+11,..
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,12.31556112,2.380541166,9.355455835,2.735418635,3.181749609,7.671405977,4.401129175,-4.810750872,-9.552721906,-8.000088326,9.098076499,-0.103370273,7.359335593,13.914124,-20.61552521,-19.02970303,-12.31483711,10.41418846,5.239900363,-4.257718792,8.565233495,8.142556264,-10.0496666,25.8951771,..,..,..,33.99046707,8.436165768,4.858291224,0.605126978,2.473325247,3.662055103,-1.789009463,4.694581988,0.729026414,3.000000009,17.32000038,10.7621943,10.07595099,7.52024923,5.991661246,2.479843833,-7.076102616,-2.367061944,9.628436082,6.626388081,1.149038847,0.500109942,1.846999262,..
Kuwait,KWT,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.53672299,32.16328863,30.58448487,31.75539809,34.95443807,48.30404686,..
Kuwait,KWT,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.205390006,0.257950008,0.197640002,0.125430003,0.178819999,0.180010006,0.143470004,0.130099997,0.100830004,0.08478,0.08585,0.085500002,0.112199999,0.101400003,0.098980002,0.097209997,0.301530004,..,..,..
Kuwait,KWT,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.417328927,0.406978393,0.332242285,0.329933054,0.414921284,0.630990415,..
Kuwait,KWT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,67.69025367,65.69086651,59.51834862,61.72450053,63.49848332,59.81681769,66.34824623,68.59972678,71.93441805,84.95935182,80.47031889,77.93316926,72.02626387,70.53912717,77.97012129,78.34904719,69.49812421,54.50477293,59.1293732,60.11297503,53.67491946,46.18658275,52.54013497,47.56460797,52.40168552,44.93894897,16.90203901,40.47026619,47.77118521,50.85365925,52.35395613,52.28383817,52.85396079,43.85931576,45.93689625,56.47363959,51.30361555,44.61604659,52.09224084,56.91613861,63.97660323,65.54462165,63.41425984,66.75921252,59.46912527,66.67351893,73.21766294,74.73184708,70.86139107,68.50599546,54.37855165,..
Kuwait,KWT,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,..,..,..,..,..,39.65287049,40.98360656,47.59174312,46.37223975,46.30940344,52.17772581,42.93674504,42.75956284,40.72065333,22.10595127,32.81617342,38.07849832,48.10060849,49.09129283,37.19552873,42.02816582,52.3490523,72.66551753,65.43682414,63.50401449,70.21537875,79.71595695,67.03864332,79.6793837,76.66914064,95.50798915,166.9531653,91.38419134,79.32312271,75.3252036,74.85826842,71.80066571,73.09509586,88.78223383,78.94013612,63.00777787,69.92804598,74.86626661,65.73911824,57.27578923,47.86165388,42.46352223,44.4461496,41.5345785,51.94894678,46.02241294,39.13308368,38.71274286,41.53226623,46.73436318,65.88081014,..
Kuwait,KWT,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,23.09746328,24.3559719,28.44036697,26.07781283,28.91809909,24.11575563,18.66406272,20.66256831,22.168194,13.84211943,26.01089687,32.55462666,43.44284443,39.8658631,28.81663437,34.29789473,38.47805438,52.36385887,49.35217329,44.64112065,42.74458212,48.01251531,37.12301171,42.93979323,41.36975202,58.07205118,125.7109153,54.21779878,44.28584998,42.33062503,41.96450456,39.18636738,39.59159181,51.09332055,39.43680362,30.14693172,35.53873563,36.60914668,34.46414803,32.37997374,28.26685881,24.16694944,28.31711734,25.92377587,29.39497342,30.35451388,25.8988135,26.2796015,26.7451136,31.5307335,45.26300452,..
Kuwait,KWT,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,1.516379787,-0.266469415,-0.270514905,1.226816694,0.571551407,25.04618425,1.482398695,15.10719239,162.8087698,-0.597397371,0.931851562,5.620029519,-1.957693326,40.80499614,42.56670512,11.45340716,1.416853637,-11.31055336,0.349310833,4.859515083,-25.69953829,10.78616893,2.965962733,-1.723678202,..,..,..,-7.386420445,-5.870476134,4.851798216,15.51126284,-4.719444713,-17.14802512,18.07267049,20.52647018,-8.180194438,5.153043486,4.924563112,10.84995415,22.35761174,16.17340157,4.306788698,18.66198429,-17.21634884,11.16571396,17.22778175,7.486702949,0.223535798,-6.757188409,-27.20601458,..
Kuwait,KWT,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.523602549,5.204568801,5.50767872,5.462893818,5.092215759,6.155484558,..
Kuwait,KWT,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,37.43169399,37.2171311,32.67768247,..,..,4.615802221,7.597964496,2.178426333,2.699909503,3.73615037,3.444779017,3.23829933,3.128614104,1.938002524,2.095021769,1.267380316,1.229820571,1.175992911,1.545070847,0.255607395,0.08581481,1.092624066,1.422764285,1.146167119,0.965076951,1.173084234,1.49232966,..,..,1.037286235,1.182053494,1.324735403,1.324427699,1.029966515,0.970478453,1.08652282,0.875820293,0.971192335,0.979470421,0.799781707,0.716305914,0.777450691,0.890137193,1.387148477,..
Kyrgyz Republic,KGZ,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-9.322696738,11.92099595,10.72064621,12.44224399,-3.883963511,8.17841155,4.249253198,0.387982093,1.040683931,12.17615618,-5.284619056,5.576295438,-10.62899265,3.407020093,4.228558892,1.389550347,3.916188506,5.784359208,..
Kyrgyz Republic,KGZ,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2600154510,2357749991,2638817272,2921715535,3285242511,3157644891,3415890085,3561039904,3574856101,3612059054,4051869006,3837743164,4051747061,3621087164,3744458331,3902794957,3957026257,4111990865,4349843187,..
Kyrgyz Republic,KGZ,Urban population,SP.URB.TOTL,742514,778534,813050,849091,886206,922554,960953,999643,1039135,1077271,1108956,1136657,1165888,1195196,1226436,1257236,1287423,1317380,1346753,1373807,1397293,1421871,1448346,1476863,1504955,1531357,1558567,1586429,1612568,1639650,1658864,1673404,1679864,1667475,1654017,1657660,1669279,1680607,1693186,1708661,1729037,1745422,1761468,1779932,1801551,1821882,1841521,1859060,1876703,1899444,1923272,1948970,1985117,2029486,2076563,2127030,2180648
Kyrgyz Republic,KGZ,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,34.181,34.511,34.844,35.178,35.515,35.851,36.19,36.53,36.871,37.214,37.466,37.609,37.753,37.897,38.042,38.186,38.331,38.476,38.621,38.677,38.627,38.577,38.527,38.477,38.427,38.377,38.327,38.277,38.227,38.065,37.777,37.49,37.203,36.918,36.633,36.349,36.066,35.785,35.504,35.3,35.298,35.296,35.295,35.293,35.292,35.29,35.289,35.287,35.285,35.284,35.303,35.342,35.403,35.483,35.585,35.707,35.85
Kyrgyz Republic,KGZ,Urban population growth (annual %),SP.URB.GROW,4.035135098,4.737093833,4.337994422,4.337375722,4.278306373,4.019648156,4.07795896,3.947271486,3.874570004,3.60423551,2.898804079,2.467246599,2.539153023,2.482716024,2.580221368,2.480325824,2.372688535,2.300236975,2.205159447,1.988920798,1.695107529,1.743681654,1.844860573,1.949802797,1.884275376,1.7391273,1.761253894,1.771876908,1.63423609,1.665486508,1.165022633,0.872684447,0.385296254,-0.740233157,-0.810363153,0.220009468,0.698482734,0.676324101,0.745692358,0.909806158,1.185458328,0.94317541,0.915119207,1.042760903,1.207279922,1.12220722,1.072182784,0.947912305,0.944553023,1.20446979,1.246669049,1.327312564,1.837682657,2.210470455,2.293156412,2.401251735,2.489543985
Kyrgyz Republic,KGZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3787773946,3912769288,4429256010,4552821221,4812459356,4434630008,3818717158,3228369274,2579946186,2440014496,2612877382,2871948567,2932886588,3040106750,3205083428,3375644645,3375058863,3612335496,3866169244,3859382253,3979134974,4319067497,4681938961,4817073517,4794357795,5079922900,5075444938,5629453576,5855984963,6082952726,6315715825
Kyrgyz Republic,KGZ,GDP (constant LCU),NY.GDP.MKTP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25062961400,25890031200,29307523100,30125130000,31843104900,29343081800,25267706600,21361489800,17071000700,16145100000,17288900000,19003123500,19406338500,20115793400,21207411900,22335982200,22332106200,23902119400,25581687800,25536779600,26329160000,28578427200,30979476900,31873635900,31723330400,33612859000,33583229200,37248996300,38747910300,40249711717,41789859747
Kyrgyz Republic,KGZ,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30700000,34100000,37500000,42784000,92550000,741300000,5354700000,12019200000,16145100000,23399300000,30685700000,34181400000,48744021000,65357923000,73883300000,75366684000,83871605000,94350731000,1.00899E+11,1.138E+11,1.41898E+11,1.87992E+11,2.01223E+11,2.20369E+11,2.85989E+11,3.10471E+11,3.55295E+11,4.00694E+11,4.30489E+11,4.58027E+11
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2674000000,2570833333,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249062025,1369693171,1525112242,1605640633,1919012781,2211535312,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6551287938
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.299968375,13.20003006,2.789750936,5.702796635,-7.851065742,-13.88870885,-15.45932467,-20.08515857,-5.423822049,7.084502419,9.915168114,2.121835392,3.655789576,5.426673849,5.32158429,-0.017353166,7.030296139,7.026859719,-0.175548229,3.102898691,8.542874896,8.401615957,2.8862947,-0.471566848,5.956274377,-0.088150193,10.91546938,4.024038629,3.875825574,3.826482139
Kyrgyz Republic,KGZ,"Services, etc., value added (% of GDP)",NV.SRV.TETC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.44221081,27.56643436,23.16369167,26.98732888,33.66816796,36.55486338,31.96474881,32.57693462,37.70305122,37.34170048,31.86384716,33.77882878,38.97252184,40.6200803,42.59344502,45.65943777,47.17248622,49.63805576,49.44500443,52.35865731,51.29545991,50.52446432,55.21020987,54.14021151,55.12988782,55.63315675,55.92152255
Kyrgyz Republic,KGZ,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.193900004,0.210639998,0.179920003,0.156369999,0.171890005,0.198100001,0.222719997,0.199259996,0.198609993,0.230140001,0.234249994,0.190170005,0.15997,0.155469999,0.156330004,0.166099995,0.14914,0.126440004,..,..
Kyrgyz Republic,KGZ,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.83183183,33.60655738,33.53643909,36.97773245,39.04802022,41.00977262,40.88144549,43.90206406,49.74640259,44.61260364,39.53307842,37.6788422,36.74896846,37.29128665,37.68295945,37.06427879,33.27358723,31.94579994,32.76990224,31.07579524,27.03691275,21.08163228,19.44041794,18.62067475,19.17020146,17.00265431,17.106481,15.93894811,14.86170662
Kyrgyz Republic,KGZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.20250561,35.33225284,35.58613247,33.53129027,33.76181443,29.46714483,30.738099,38.28688933,36.48329208,42.20291962,41.84771906,36.72467256,39.58141505,38.68102918,42.5558971,38.30555644,41.7206136,52.91297886,53.5489561,54.69834696,51.55432268,54.53847717,44.40420097,42.25015396,37.44865159,37.27088286,..
Kyrgyz Republic,KGZ,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.15510471,85.92004322,92.0875489,95.97717893,97.29299787,94.55174016,100.6222408,86.2232245,106.0986384,96.76739841,85.72521957,82.29843551,86.15130792,94.74053227,94.21551911,102.0547239,113.1129937,104.5894331,110.05921,96.71210384,102.7226115,101.6299223,115.9064622,115.6276422,113.4721508,101.32879,..
Kyrgyz Republic,KGZ,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kyrgyz Republic,KGZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.55123411,36.62884927,47.59206799,41.17504249,40.06839058,42.35898198,56.5576748,46.19024497,58.02600245,56.99652887,47.58290743,37.02243944,43.3394416,45.25154848,51.25980423,56.77844819,79.02936816,84.14540898,92.55712613,78.68080621,81.67852782,81.64136325,95.27173687,91.77663169,87.67752949,73.52297176,..
Kyrgyz Republic,KGZ,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.877306471,6.986030694,7.935334067,134.7495242,830.159607,754.4279202,180.874929,42.03108942,35.34290788,19.30964153,9.077506169,37.57449951,27.18221523,7.332355221,2.025443876,3.97497374,5.108425962,7.128622298,9.391617849,14.87655209,22.21598851,4.035303735,10.03390382,22.48184215,8.656316801,3.175188204,8.415225438,3.427287374,2.475691446
Kyrgyz Republic,KGZ,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.11461882,28.81976316,33.67818594,26.33125086,21.82512944,9.252179028,8.48644803,14.80908863,15.50367256,14.00837778,19.458732,19.01951056,14.29173559,14.63335917,17.05191364,14.41481498,12.55947654,11.46725718,15.21795043,15.98843135,18.78531895,20.53489976,13.8954625,18.31545973,15.89489472,15.92762523,16.64360142
Kyrgyz Republic,KGZ,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.85984275,14.67568557,15.06401323,12.59447932,12.51139782,14.23317945,12.21483144,11.74379425,12.4356925,..,..,..,..,14.218268,16.39633842,16.50850648,15.03609082,15.03031003,16.12830384,18.11668711,17.56692274,17.70563722,16.80166806,..
Lao PDR,LAO,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.26410602,0.906453345,7.712613478,6.556647692,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4865969130,..,..,..,..,..,..
Lao PDR,LAO,Urban population,SP.URB.TOTL,168526,174062,179800,185733,191896,198303,204892,217032,229963,243805,258761,274983,292465,309357,324131,338145,351145,363256,375286,388311,403260,420407,439781,461166,484305,509077,535643,563866,593637,624817,657380,691263,726366,762379,798944,843167,903892,966806,1032161,1100198,1171221,1244972,1321764,1401944,1486506,1575798,1669231,1766373,1866435,1967729,2068953,2169346,2268917,2368500,2469503,2573224,2679957
Lao PDR,LAO,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lao PDR,LAO,Urban land area (sq. km),AG.LND.TOTL.UR.K2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1018.75415,..,..,..,..,..,..,..,..,..,1018.75415,..,..,..,..,..,..,..,..,..,1018.75415,..,..,..,..,..,..
Lao PDR,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,7.946,8.02,8.095,8.17,8.246,8.323,8.4,8.692,8.994,9.304,9.625,9.955,10.295,10.597,10.837,11.081,11.331,11.584,11.843,12.107,12.377,12.65,12.93,13.214,13.504,13.804,14.118,14.439,14.766,15.098,15.437,15.782,16.133,16.49,16.854,17.378,18.234,19.12,20.039,20.991,21.977,22.993,24.044,25.126,26.242,27.386,28.537,29.688,30.839,31.985,33.123,34.252,35.368,36.469,37.551,38.614,39.654
Lao PDR,LAO,Urban population growth (annual %),SP.URB.GROW,3.221164205,3.232151703,3.243356445,3.246503651,3.264340006,3.28426054,3.268684704,5.756179706,5.787361831,5.845029903,5.95361303,6.080442182,6.163572382,5.615094842,4.665180525,4.232704251,3.7724446,3.390857629,3.258058209,3.411816299,3.777495026,4.164177446,4.505358606,4.748118922,4.895680859,4.988440859,5.086861227,5.134874023,5.145138683,5.119078542,5.080343103,5.025812128,4.953366085,4.838978734,4.684704834,5.38741847,6.954484383,6.728797062,6.541208677,6.383550096,6.255663079,6.106624531,5.985416839,5.889263678,5.85685549,5.833341086,5.76012307,5.656525032,5.510190257,5.284989167,5.016259632,4.738305742,4.48768855,4.295421824,4.176007244,4.11426716,4.06411622
Lao PDR,LAO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1516865496,1593770030,1671627820,1647793878,1614669908,1843801848,1967420993,2051952488,2166038128,2294106358,2481282920,2655748233,2839747068,3034897078,3155309900,3385848708,3582186705,3788213052,4012427673,4255861752,4526436482,4848156050,5266031526,5666082926,6109448405,6567765473,7127792630,7700771123,8318856828,8986424447,9670607354,10373750037,11102274357
Lao PDR,LAO,GDP (constant LCU),NY.GDP.MKTP.KN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.48808E+13,1.56353E+13,1.63991E+13,1.61653E+13,1.58403E+13,1.80881E+13,1.93009E+13,2.01302E+13,2.12494E+13,2.25057E+13,2.4342E+13,2.60535E+13,2.78586E+13,2.97731E+13,3.09544E+13,3.3216E+13,3.51421E+13,3.71633E+13,3.93629E+13,4.1751E+13,4.44054E+13,4.75616E+13,5.1661E+13,5.55856E+13,5.99352E+13,6.44314E+13,6.99254E+13,7.55464E+13,8.161E+13,8.8159E+13,9.4871E+13,1.01769E+14,1.08916E+14
Lao PDR,LAO,GDP (current LCU),NY.GDP.MKTP.CN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61499998200,1.065E+11,1.688E+11,1.904E+11,2.348E+11,4.163E+11,6.126E+11,7.218E+11,8.076E+11,9.51E+11,1.1078E+12,1.4191E+12,1.72569E+12,2.2012E+12,4.22245E+12,1.03294E+13,1.36384E+13,1.57018E+13,1.7682E+13,2.12773E+13,2.50493E+13,2.91478E+13,3.50811E+13,4.05538E+13,4.76028E+13,4.96734E+13,5.88668E+13,6.63387E+13,8.161E+13,9.3867E+13,1.06796E+14,1.17251E+14,1.2928E+14
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3452882514,4222962988,5443915121,5832915387,7127792630,8261299200,10191367558,11942157500,13268297522,14390323462,15903437790
